datetime,open,high,low,close,volume
2010-01-04,0.4239226281642914,0.42690315768606757,0.4152103216126644,0.4243811648604257,800204000
2010-01-05,0.43011289834976196,0.43469831921808066,0.42231766647486163,0.42231766647486163,728648000
2010-01-06,0.4328641891479492,0.4337812624817829,0.425756775151304,0.4298836598160894,649168000
2010-01-07,0.4243810176849365,0.43240553007509264,0.42117123459388145,0.43057135659537865,547792000
2010-01-08,0.4252983331680298,0.4282788631634413,0.41842019963920607,0.4209421655343442,478168000
2010-01-11,0.41933712363243103,0.4294250656092226,0.41337606576745134,0.42759089185605476,556612000
2010-01-12,0.40512242913246155,0.4147518376315246,0.39641012147349947,0.4131469453254382,627432000
2010-01-13,0.4106249511241913,0.4120005887151721,0.3920539803023113,0.40787370327350186,508868000
2010-01-14,0.4042052924633026,0.40856143194646566,0.39732716022803377,0.40558092984286354,608524000
2010-01-15,0.3922831416130066,0.40466379499025723,0.38700990187813683,0.4012247291628986,818192000
2010-01-19,0.3996197581291199,0.4021417228378092,0.3881561803094711,0.38930253535830994,545328000
2010-01-20,0.39801496267318726,0.39961988210446914,0.3893026561329133,0.39457589645975827,719728000
2010-01-21,0.39090749621391296,0.40489304024210737,0.3872391487317187,0.3977856272445797,608632000
2010-01-22,0.3773806095123291,0.3934295870512902,0.37508789843533463,0.38632217178009864,1067916000
2010-01-25,0.383800208568573,0.3911368785979128,0.38081967868223343,0.38357092652682684,643676000
2010-01-26,0.37164878845214844,0.3844879799176209,0.37141950643869515,0.3819659870947096,714636000
2010-01-27,0.381736695766449,0.3831123331510642,0.3672926125530616,0.3714194973756391,812504000
2010-01-28,0.36889752745628357,0.3860928865036325,0.36362428693043203,0.38471724903383825,687764000
2010-01-29,0.35284852981567383,0.37715127476820687,0.34734600760105805,0.3730243899400621,774700000
2010-02-01,0.37990254163742065,0.38059036036582994,0.3512436283830091,0.35422415798526974,949832000
2010-02-02,0.383800208568573,0.38861491279506555,0.3773806120436736,0.3785269675898602,849812000
2010-02-03,0.38700997829437256,0.3886148978623818,0.3785269530448098,0.3803611273144839,562296000
2010-02-04,0.36454129219055176,0.38357079310421527,0.36041440819353543,0.38357079310421527,783480000
2010-02-05,0.371878057718277,0.3727951584767874,0.35766322827715913,0.36408285159292253,604856000
2010-02-08,0.37119022011756897,0.38013180856944917,0.36385355107869927,0.37073168342725243,445160000
2010-02-09,0.36820971965789795,0.3789854830517168,0.36454139851494033,0.37715130881460274,930144000
2010-02-10,0.3753170371055603,0.37875610265777826,0.36798036939374795,0.3705023617312132,535828000
2010-02-11,0.3925125002861023,0.3966393855514582,0.3785269522566381,0.38127819998978507,695980000
2010-02-12,0.3977857530117035,0.4058102417512346,0.38540509684337815,0.38976126427217245,780212000
2010-02-16,0.40512242913246155,0.40672734876982025,0.3982442958224292,0.40305900007196077,457024000
2010-02-17,0.40901997685432434,0.4103955868383597,0.3973271416680568,0.4101663321733205,876560000
2010-02-18,0.38219529390335083,0.3886148900525629,0.371648812563126,0.38655143379142126,1515508000
2010-02-19,0.3801317811012268,0.3847172023355876,0.37829760714122923,0.3805903177584096,510548000
2010-02-22,0.3808196485042572,0.3874685265440137,0.3782976555699927,0.3817367219360243,458084000
2010-02-23,0.37164878845214844,0.3835708791950765,0.3677511582110548,0.3819659870947096,489764000
2010-02-24,0.37944406270980835,0.3831124115990864,0.3737122846523574,0.3748586402638476,445868000
2010-02-25,0.3760048747062683,0.3769219752986853,0.36133151120897966,0.3707316351264812,576972000
2010-02-26,0.3714194595813751,0.3769219812286517,0.3691267490611595,0.3741707067393808,393396000
2010-03-01,0.38632211089134216,0.38815628493010546,0.3686682438471895,0.3716487732437713,555868000
2010-03-02,0.386092871427536,0.3945758959433039,0.38334162392664756,0.38976121964956634,538648000
2010-03-03,0.3812781274318695,0.3904489696846455,0.37806834357590424,0.38838554111027723,399300000
2010-03-04,0.3819660246372223,0.3858636279301331,0.37715132053162737,0.3828830981186349,557396000
2010-03-05,0.39365869760513306,0.3964099442327686,0.37921461864597134,0.37921461864597134,632832000
2010-03-08,0.38792699575424194,0.3950344092730756,0.3863220765310268,0.39388805401721627,439312000
2010-03-09,0.40237125754356384,0.40626886169177934,0.39159549145029865,0.391824773536602,830832000
2010-03-10,0.4032882750034332,0.40764444271695816,0.4009955637851381,0.4012248458394771,418520000
2010-03-11,0.3941173255443573,0.4014540213610006,0.3925124335836915,0.4000783840625634,540660000
2010-03-12,0.3954930007457733,0.3996198857053281,0.39342954460036145,0.39847353029052224,520352000
2010-03-15,0.39342963695526123,0.3989321606367701,0.3897613151655307,0.39503455677774846,358904000
2010-03-16,0.407185822725296,0.40947853347504287,0.3929709942118513,0.3932002762193332,664988000
2010-03-17,0.41498109698295593,0.4204836200912683,0.4094786012059161,0.4094786012059161,651168000
2010-03-18,0.40030765533447266,0.4156688105430217,0.39663930752440174,0.4156688105430217,740964000
2010-03-19,0.3954930007457733,0.40741509159350003,0.3904490150556125,0.40626873617869425,584612000
2010-03-22,0.4019125998020172,0.40351749192953745,0.39044901822950456,0.39044901822950456,435336000
2010-03-23,0.41016635298728943,0.4122297817336849,0.4021418380158441,0.40489311278606216,493612000
2010-03-24,0.3964099884033203,0.40787356740312425,0.39572216983695524,0.4067272122362702,436252000
2010-03-25,0.39755645394325256,0.40466386888347544,0.39663938048766867,0.40214187588371364,495184000
2010-03-26,0.39755645394325256,0.40512240561126744,0.39434666951743813,0.40099552039859837,344676000
2010-03-29,0.4026004374027252,0.40351751085252324,0.3945759217262753,0.4000784444188749,394456000
2010-03-30,0.4042052924633026,0.4092492506362461,0.39732716022803377,0.4071858218981727,324104000
2010-03-31,0.39893215894699097,0.4044346826051925,0.3968687023259372,0.40260050805245867,389840000
2010-04-01,0.3948051631450653,0.4053516433892938,0.3906782783829208,0.4007662219494149,339664000
2010-04-05,0.4007662534713745,0.40145407220770973,0.3968686230758982,0.39732718712096826,413636000
2010-04-06,0.39090749621391296,0.3966392720728019,0.384029337851983,0.3957221715366218,809260000
2010-04-07,0.39342963695526123,0.4000785163206751,0.3851758650986356,0.38838567741233465,817468000
2010-04-08,0.38700997829437256,0.39388813863846817,0.3849465493230336,0.39090760886665665,1037600000
2010-04-09,0.3895318806171417,0.39090751783185573,0.38402935908955027,0.38609281491162134,817572000
2010-04-12,0.396639347076416,0.39824423915413376,0.3893026507246747,0.38999046942405896,546460000
2010-04-13,0.40489310026168823,0.40626871027297806,0.3966393308688802,0.39824422288101863,648696000
2010-04-14,0.40993717312812805,0.4156689514422223,0.40351757595008747,0.41360552218165836,900720000
2010-04-15,0.4129176437854767,0.41543963681258084,0.4071858662977591,0.41131275155517,957596000
2010-04-16,0.3911367356777191,0.3977856118148852,0.3824244312438966,0.396180720102901,1917736000
2010-04-19,0.38930264115333557,0.39044899651370246,0.37623419551140636,0.3881562857929686,1094492000
2010-04-20,0.39067819714546204,0.3961807181278854,0.3856342400766871,0.3920538342238834,678188000
2010-04-21,0.3805903196334839,0.39320025542136855,0.37600489837653184,0.39274171876192665,895908000
2010-04-22,0.38219529390335083,0.38334164938245047,0.3691268195765986,0.374400060246711,656932000
2010-04-23,0.37692201137542725,0.3819659694570717,0.3702731339362559,0.3810488687768752,752916000
